experiment_id,map_key,map_id,trial,state,objective,avg_score,win_rate,score_std,stability,penalty_factor,num_episodes,status,phase,result_file,action_strategy,mode,beam_width,lookahead_steps,score_mode,min_visits,max_state_revisits,min_cum_prob,discount_factor,enable_backup,backup_score_threshold,backup_distance_threshold,masked_count,mask_0,mask_1,mask_2,is_multi_step,backup_enabled,scene_order
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,43,TrialState.COMPLETE,40.86648962424692,47.55118110236221,0.9448818897637795,21.133139502193476,3.6178389827521955,0.9095540254311951,127.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0043,highest_transition_prob,multi_step,3,13,future_reward,8,5,0.0022012273137281707,0.7950874002487298,True,0.5678590874217043,0.43001196922173035,2,2.0,6.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,44,TrialState.COMPLETE,46.36225531546767,49.488,0.992,19.03286252774395,2.2242608541565003,0.9443934786460875,125.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0044,highest_transition_prob,multi_step,4,11,future_reward,7,4,0.0038575771250189722,0.8418539276772996,True,0.9325647023980813,0.552572470870253,2,5.0,4.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,45,TrialState.COMPLETE,42.78889122782876,46.308724832214764,0.9798657718120806,19.352921264274173,2.2808745622780893,0.9429781359430478,149.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0045,random_beam,multi_step,4,10,win_rate,6,4,0.009416633956057992,0.8742819063965979,True,0.47022831942384385,0.11750531035713184,2,4.0,8.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,46,TrialState.COMPLETE,48.66706912530437,52.30088495575221,0.9911504424778761,17.52413504146115,2.446833112097437,0.9388291721975641,113.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0046,best_subtree_quality,multi_step,2,15,future_reward,7,3,0.022547398465186868,0.7369989760267917,True,0.8248737381146338,0.31722586494520044,1,6.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,47,TrialState.COMPLETE,4.786816730846238,8.697247706422019,0.6422018348623854,25.877092908188285,5.719005678611124,0.857024858034722,109.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0047,highest_transition_prob,multi_step,2,15,future_reward,5,3,0.022569261045645692,0.7376763929855076,True,0.8495823730140715,0.31448259853632554,1,6.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,48,TrialState.COMPLETE,33.47877681600631,42.25,0.9242424242424242,25.962494802380537,5.706093396350115,0.8573476650912472,132.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0048,best_subtree_quality,multi_step,2,14,win_rate,8,2,0.05019454416092464,0.7642423000562542,False,,,1,0.0,,,1,0,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,49,TrialState.COMPLETE,45.76899090688026,50.87603305785124,1.0,15.885733631900687,4.0152833025827706,0.8996179174354307,121.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0049,best_subtree_quality,multi_step,8,14,future_reward,6,3,0.04197687139787771,0.6946928645989267,True,0.939241395059606,0.23334097178572574,1,7.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,50,TrialState.COMPLETE,37.83231813880806,45.58474576271186,0.9576271186440678,20.873438750583155,5.333741491262248,0.8666564627184438,118.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0050,best_subtree_winrate,multi_step,6,13,quality,8,5,0.07278364078793638,0.6376047468066307,True,0.6228980716044372,0.26924568820132266,1,8.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,51,TrialState.COMPLETE,44.22728089179657,48.39230769230769,1.0,16.968067817043487,3.442718067502434,0.9139320483124391,130.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0051,best_subtree_quality,multi_step,3,7,future_reward,7,3,0.0017540293327873962,0.7269080688780584,True,0.7649518050101236,0.5101472374340905,2,5.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,52,TrialState.COMPLETE,48.86920789270281,50.31297709923664,1.0,14.482990270224395,1.147830472195006,0.9713042381951249,131.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0052,best_subtree_quality,multi_step,3,9,future_reward,7,3,0.023408219963028738,0.7917886996254414,True,0.8273521382804597,0.416870942350775,2,6.0,7.0,,1,1,0
