idx,map_id,method,method_group,experiment_id,archive_id,source_run,trial_id,evaluation_id,episode_id,trial_number,result,score,return,battle_won,source_file,bktree_path,unified_bktree_path,state_id_sequence_length,unified_state_id_sequence_length,unified_reconstructed_state_count,unified_missing_state_count,state_id_sequence_text,unified_state_id_sequence_text,unified_state_status_sequence_text,unified_state_source_sequence_text
31,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,152,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 1 2 2 85 4 38 39 28 40 29 8 9,0 22 249 249 676 81 684 685 677 687 570 692 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 38 39 28 40 29 8 9
32,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,147,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 41 47 32 20 68 97 35 274 24 36 37,0 312 649 697 26 15 700 333 552 696 73 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 47 32 20 68 97 35 274 24 36 37
33,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,145,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 41 82 32 249 50 97 290 183 80 36 37,0 312 649 662 26 689 654 333 693 650 694 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 82 32 249 50 97 290 183 80 36 37
34,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,116,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 82 32 20 21 21 293 274 176 36 37,0 312 249 662 26 15 682 682 698 696 699 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 21 21 293 274 176 36 37
35,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,112,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 1 2 106 85 4 38 39 28 29 107 8 9,0 22 249 701 676 81 684 685 677 570 691 692 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 106 85 4 38 39 28 29 107 8 9
36,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,105,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 41 41 49 42 42 286 67 287 122 123 288,0 312 649 649 657 653 653 702 660 661 546 703 560,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 49 42 42 286 67 287 122 123 288
37,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,91,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 125 2 169 157 126 170 158 159 160 161 132 162,0 323 249 704 26 705 706 621 707 623 624 708 709,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 125 2 169 157 126 170 158 159 160 161 132 162
38,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,25,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 47 32 20 68 97 35 44 24 36 37,0 312 249 697 26 15 700 333 552 656 73 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 47 32 20 68 97 35 44 24 36 37
39,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,24,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 1 2 106 85 38 27 39 28 29 107 8 9,0 22 249 701 676 684 558 685 677 570 691 692 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 106 85 38 27 39 28 29 107 8 9
40,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,17,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 82 32 20 34 69 35 83 24 36 37,0 312 249 662 26 15 680 711 552 567 73 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 34 69 35 83 24 36 37
41,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,8,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 1 2 2 26 4 38 39 28 40 29 8 9,0 22 249 249 36 81 684 685 677 687 570 692 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 26 4 38 39 28 40 29 8 9
42,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,297,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 3 20 4 97 198 83 24 25,0 312 249 249 26 15 81 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 3 20 4 97 198 83 24 25
43,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,296,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 73 41 402 75 517 196 94 518 197 197 149,0 664 649 712 713 714 715 538 716 717 717 557,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 73 41 402 75 517 196 94 518 197 197 149
44,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,294,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 41 2 26 4 27 27 28 29 29 31,0 22 649 249 36 81 558 558 677 570 570 564,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 41 2 26 4 27 27 28 29 29 31
45,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,283,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 32 20 34 97 35 83 24 25,0 312 249 249 26 15 680 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 32 20 34 97 35 83 24 25
46,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,274,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 49 20 20 43 67 67 287 267,0 312 249 249 657 15 15 670 660 660 661 346,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 49 20 20 43 67 67 287 267
47,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,271,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 3 20 97 97 198 83 24 25,0 312 249 249 26 15 333 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 3 20 97 97 198 83 24 25
48,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,261,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 3 20 20 97 35 24 24 25,0 312 249 249 26 15 15 333 552 73 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 3 20 20 97 35 24 24 25
49,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,256,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 32 20 362 97 35 24 24 25,0 312 249 249 26 15 718 333 552 73 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 32 20 362 97 35 24 24 25
50,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,250,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 73 2 2 26 93 147 147 95 148 148 426,0 664 249 249 36 15 675 675 719 668 668 577,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 73 2 2 26 93 147 147 95 148 148 426
51,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,248,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 2 2 85 4 460 63 150 56 89 90,0 22 249 249 676 81 720 301 559 631 721 722,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 460 63 150 56 89 90
52,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,228,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 41 2 26 4 147 27 28 29 29 31,0 22 649 249 36 81 675 558 677 570 570 564,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 41 2 26 4 147 27 28 29 29 31
53,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,226,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 2 2 85 4 30 5 28 40 29 31,0 22 249 249 676 81 81 630 677 687 570 564,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 30 5 28 40 29 31
54,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,214,1.0,Win,78.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 2 2 85 4 27 5 28 40 29 31,0 22 249 249 676 81 558 630 677 687 570 564,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 27 5 28 40 29 31
